mtime,AL,DG,DJ,DS,FL,FR,FU,FX,GR,HV,IM,IS,KR,LM,LT,LZ,MR,MT,NS,NY,OQ,OR,OS,OZ,PS,QY,R,RU,RX,SX
2021-11-02T07:50,15344,8376,18592,24052,19412,10224,6892,11632,18976,13844,13988,15988,20408,8252,16284,13600,24468,20656,16908,17772,11116,20316,17632,20740,14332,12992,10760,10912,12232,16288
2021-11-02T07:55,5374,4360,7482,12812,7606,9784,3858,6606,6356,4316,7418,6642,7784,5024,6990,10594,9170,10974,8718,5096,6824,9126,13618,10668,7020,5710,4038,6870,5952,6910
2021-11-02T08:00,4470,3048,5162,9038,9766,8376,5734,5696,6522,8736,8550,10878,8490,0,8632,7256,10470,9922,9088,7524,7258,10678,9960,12388,5678,5440,3298,4468,7004,8290
2021-11-02T08:05,2412,1754,3066,6017,4565,4329,1495,2541,4550,2539,4005,3471,3540,3117,3388,3740,5097,4633,3634,4017,3954,3824,3907,4800,2536,3075,1818,3105,2103,4432
2021-11-02T08:10,2258,2424,2482,5135,5123,3837,2193,2103,4083,2923,5912,3446,4577,2888,2941,5026,6668,3527,4057,2344,3950,3313,4326,4573,2266,1888,1613,1979,1769,4345
2021-11-02T08:15,13914,11130,15432,33690,24480,21666,11910,25434,25668,22980,27786,19170,30648,19260,24894,26772,41460,27996,24648,24780,23148,34134,35100,40074,21990,21660,16476,22188,22986,23814
2021-11-02T08:20,4678,5808,8142,12172,6264,8024,3664,5702,7714,5502,7806,9770,10962,8700,3512,12880,10434,8236,9538,6882,7648,9258,10110,11144,6528,4982,5346,5006,6100,6192
2021-11-02T08:25,17145,7430,20720,32030,16665,20105,12045,13410,17345,13155,26075,16065,22600,17185,13085,22295,30605,19415,15645,13335,15075,27615,22205,27780,22870,12420,8685,22880,20300,22975
2021-11-02T08:30,7485,7134,9387,14367,13191,14640,6645,11247,10815,12510,11148,15831,13371,8949,9426,14253,17151,13500,12399,11619,9648,14070,12840,18258,11535,9054,7680,10770,7371,8151
2021-11-02T08:35,8367,7986,6948,11535,13527,10353,8037,7563,13983,7716,14907,12342,12216,10149,8706,10029,13074,14952,9153,12132,9162,9474,12261,17073,12618,9528,6003,8982,15489,10380
2021-11-02T08:40,4322,2726,3924,10394,7470,8422,5242,4344,0,5006,10986,10476,6470,7540,5100,10018,10276,9668,8950,9248,7054,7782,7084,9844,5402,2952,4314,4688,7338,7324
2021-11-02T08:45,0,23355,40140,36792,36954,31275,10755,17415,35001,24696,45405,28764,34110,28368,35154,29016,38070,36882,42390,39474,26064,49707,42489,43029,29160,16605,15660,33228,40203,29934
2021-11-02T08:50,3289,2528,3228,3565,5487,3763,2711,2687,4055,2962,4822,3334,4923,3583,3661,4737,5149,5601,4306,3266,4810,4591,3716,0,2875,2297,2419,2730,2764,3350
2021-11-02T08:55,9624,9956,9864,20512,15896,17948,8084,9128,14880,9672,15796,16392,14656,17284,9508,19696,22532,13148,15452,13264,8592,13128,17788,19496,16884,10504,7628,12932,14088,14844
2021-11-02T09:00,18921,19740,14791,37660,25795,25907,13475,21280,25585,24556,32683,27062,0,23555,22274,25725,37751,35693,20447,29505,13657,25326,30870,31080,18844,15757,12292,21259,31927,24640
2021-11-02T09:05,24129,15561,15687,43182,33606,48447,22941,32067,26631,32220,40320,32607,37593,13950,29484,30582,39132,42642,32121,31185,32976,35298,44028,36900,25794,17316,14679,25020,28494,23499
2021-11-02T09:10,3464,1994,3845,6368,4701,3668,2459,2623,5117,4163,4006,4762,4146,1774,4506,4881,5582,3805,3325,3385,3564,3799,4329,5053,3569,1956,1268,2952,3445,3043
2021-11-02T09:15,2166,2440,3564,5143,3805,3604,2248,2087,4882,3322,4568,3834,4492,3924,4171,5020,4846,5242,3226,3179,3648,5645,5320,4339,3685,1860,2620,2744,4256,2682
2021-11-02T09:20,1676,2985,2768,5943,2830,3512,2243,3410,4300,3185,4045,3251,2634,2955,3379,5245,4993,4468,3580,3385,3293,4521,5868,3411,3326,3289,2853,2418,3922,2291
2021-11-02T09:25,24246,25704,37260,33768,25974,47745,25038,35379,28494,34452,35820,25578,50076,25623,36504,35343,49239,43821,25173,28710,37476,29403,33372,67752,20754,32733,14301,34875,32814,33048
2021-11-02T09:30,33471,21699,26523,36090,29628,42543,15687,20682,38043,31914,41868,37818,21141,32634,34875,48006,35667,35361,31644,25911,24552,39195,34011,59391,30402,17478,16677,21204,38061,32706
2021-11-02T09:35,20214,34695,23139,52200,42372,41715,18423,26082,20745,26910,42291,34182,30888,28692,31788,40608,49320,25461,17073,33066,29277,60075,29997,39807,20736,32679,15363,27765,33579,38664
2021-11-02T09:40,17919,20061,34326,45045,37053,31482,17757,28665,29826,32409,36513,49482,26847,26703,37998,35226,0,38007,31014,23940,30402,55278,45891,38457,37341,26316,17415,30204,26532,36108
2021-11-02T09:45,23742,22338,30105,41751,47358,32922,21699,22707,31059,31221,37656,35010,34434,26253,23715,44730,59436,34281,25029,44199,27414,28323,52056,46341,23463,22527,24264,27819,27180,29286
2021-11-02T09:50,5342,5112,6128,12110,6526,8502,3954,5942,5854,7170,7946,7748,8808,5514,6004,9386,12302,7382,6708,5620,4606,8824,9500,7718,5976,5834,5958,4884,7204,6668
2021-11-02T09:55,15760,34150,32100,35070,45920,41210,15430,19170,24880,33890,0,39770,40670,38650,38130,53850,46470,55900,38180,24170,26410,47900,58520,57680,29500,39620,18610,28520,37270,30880
2021-11-02T10:00,15580,23110,28480,56470,51170,44730,19430,32990,41410,28600,38790,42830,29640,37060,26140,57800,46470,28900,32270,30910,0,41130,54840,47710,32830,30470,16860,28280,33820,43330
2021-11-02T10:05,28790,23610,27830,46010,52580,43060,16890,23040,32400,28320,45820,45180,40490,32630,45290,47260,70130,49340,23740,42370,38710,41660,48950,65150,33260,26940,20460,32590,34010,34130
2021-11-02T10:10,21825,39168,19548,57114,37917,23823,19323,0,33687,29934,38826,34569,47988,31338,27405,32499,44181,41508,32670,16722,25074,47610,45297,54432,36378,19242,21078,32607,25371,28260
2021-11-02T10:15,11045,16610,23875,27740,23870,23945,6275,9385,13890,16810,26350,25995,19375,10955,19850,23440,27490,16820,18245,13215,22525,23330,21920,23475,15330,11490,12500,15635,17935,15825
2021-11-02T10:20,14103,16740,27972,57735,34893,36990,23058,26856,39096,30528,34830,46962,34803,32202,26460,44406,46233,31572,41373,29997,36918,53514,37728,31815,26145,25794,22428,19287,30564,20961
2021-11-02T10:25,22797,15525,23094,36297,33714,39753,22365,25191,24912,21132,39969,50427,42075,25812,22833,54738,49599,38574,39159,24903,28503,33030,40977,38385,38520,29241,10557,26595,41787,25731
2021-11-02T10:30,14301,12942,24210,32625,36720,35505,0,23742,28899,38466,36837,17973,31536,25758,32607,38160,59949,48645,32310,32454,32922,41220,55116,51021,29664,28962,27180,24318,25713,31176
2021-11-02T10:35,20288,21200,26944,42896,41616,30624,15384,26464,25056,24976,32592,36040,34336,24864,18680,44960,37240,32760,24120,23024,31768,30256,37296,41432,26048,22080,18008,17896,29200,28368
2021-11-02T10:40,22266,18468,22779,52128,32211,34110,28656,25245,29529,35640,39177,40059,42354,29898,26685,27900,48852,40167,38403,27009,23922,30303,53406,39699,28431,23805,19800,21528,38259,31014
2021-11-02T10:45,13349,22736,25431,45367,27825,35119,22309,13608,24185,26887,27475,25438,27930,23611,23800,32144,36995,30758,19691,17367,15512,33789,40950,44800,25522,20104,9471,24234,31633,24003
2021-11-02T10:50,26510,17960,43990,57640,42500,35820,27170,33070,46520,30340,42140,42780,46210,34030,29230,42320,56130,32430,43720,28800,15810,28580,63720,55080,37090,26630,15700,28490,33970,49410
2021-11-02T10:55,20920,13550,25000,56500,66920,35100,17620,14470,31820,26520,32490,48070,39310,25840,31460,56260,39680,35170,31160,30940,31390,30670,49280,60950,29900,28880,15920,38650,38220,35740
2021-11-02T11:00,5398,3696,5274,11296,9536,6478,5274,3186,8540,0,8412,5224,9004,4988,7266,8400,9358,8584,6404,4944,4920,4402,7116,6168,8262,6478,2962,7772,6626,6302
2021-11-02T11:05,3998,3798,5374,10632,8380,9226,4116,7750,5578,6728,8978,6630,8772,6346,8372,12054,11734,8602,8518,7206,6522,9850,9050,8668,7220,8394,5578,4914,5886,5692
2021-11-02T11:10,3013,2686,3217,5403,4348,4101,2499,3114,3424,2547,3339,3095,3969,2703,2569,4871,4274,4016,4256,3959,2225,2693,6086,6019,3043,2651,2100,3867,4177,3671
2021-11-02T11:15,4982,4118,7048,10788,10644,8780,5892,4410,8390,7572,8818,9308,8002,7018,6828,9278,10462,8430,6814,7450,8508,7084,8878,10172,7870,5548,4702,7916,7248,7942
2021-11-02T11:20,8860,7932,9284,25908,10044,19444,9692,12708,18700,10004,19268,17116,15540,15632,12820,18356,26172,16972,12252,16592,9260,20960,20016,22104,17172,8424,5384,10748,12672,12148
2021-11-02T11:25,2977,2853,3332,4667,3662,3667,2327,3175,4110,2949,5001,3191,4272,3180,3502,5130,5532,3668,4090,3737,3379,5802,5213,5566,3597,1579,2009,3175,3861,4107
2021-11-02T11:30,2341,2730,3108,4216,4998,3073,2291,3128,4320,3937,3324,3324,4021,2158,4018,4949,6236,3618,2806,2664,3759,3208,3971,4838,3165,3024,1885,3158,3328,4118
2021-11-02T11:35,18984,15456,23064,47616,37832,37200,26816,25680,26904,25704,28976,39328,29192,22352,31176,44080,39376,28864,25880,30648,16552,31744,38256,46960,29256,20752,19560,28808,24600,28864
2021-11-02T11:40,8625,7332,8325,17586,17571,9519,5544,8919,16359,6621,15666,15021,12774,4275,10335,15180,12435,14148,11163,8586,10980,13263,14148,17370,6477,8280,6153,12783,0,15651
2021-11-02T11:45,2773,2959,1516,5053,4864,3849,1606,2734,3588,2080,4664,3341,3588,3804,3561,0,4505,5327,3735,4501,4350,5221,4277,5503,3485,2817,2389,3050,3254,4221
2021-11-02T11:50,2401,1638,3767,5395,4169,3769,2481,2528,4102,2407,4774,4159,4540,2569,2726,4991,4821,5787,4204,3341,4207,3513,4340,5596,3103,3588,3006,3326,1796,3855
2021-11-02T11:55,5312,3204,5300,10174,7784,7950,6208,6966,7156,6686,11696,7698,0,5378,8574,9670,10304,11018,8942,9212,7600,10282,6442,11436,5918,3760,5214,6720,6218,9366
2021-11-02T12:00,25904,19056,30696,49448,24208,34112,25000,22376,27584,28320,37688,26512,31176,25768,30032,44392,42312,44080,23816,38992,25888,39648,35480,33160,32048,21928,15632,20664,35056,36736
2021-11-02T12:05,26694,24435,22788,39807,41517,46800,22563,27405,40734,38961,39591,34812,37521,36090,30456,40509,40464,35055,28206,35091,31122,39240,39852,53820,27423,17505,13671,27981,28737,18765
2021-11-02T12:10,0,2542,3755,4785,3750,3551,2731,2748,3455,3471,4629,3978,4778,2627,3442,5003,5428,5578,2980,3811,3217,4887,6239,6566,3497,2410,2081,4224,3683,3439
2021-11-02T12:15,19806,17790,20532,27984,32682,27426,11016,16422,25374,19668,27810,26706,22908,18450,21864,24690,33348,32136,26406,25062,18966,26532,35712,25842,18606,18396,6852,26694,19794,16248
2021-11-02T12:20,2512,2670,3054,4606,5718,3941,2037,3149,3474,3118,5092,2740,4287,3269,4310,5402,6557,3817,2963,3113,3809,5156,4046,5968,3636,2800,2088,2470,2667,3683
2021-11-02T12:25,8392,9808,11300,19468,20996,19512,8796,11592,16092,13112,17016,17344,21712,11096,17568,23920,18420,17508,10648,15612,16452,24660,23444,21848,12496,7392,10340,12772,17060,16372
2021-11-02T12:30,5182,2632,5334,9782,6400,8318,3980,3278,5134,4732,9948,7546,8762,8066,4376,12570,12508,9372,9376,5266,6018,8496,8608,7798,10488,6330,5080,4626,5590,7596
2021-11-02T12:35,21771,29115,30771,46647,36855,38106,17964,24192,34047,36702,25245,33597,37809,35559,42768,27351,38385,45945,38799,20340,38196,42615,44640,51336,25821,26874,14193,23967,29007,27927
2021-11-02T12:40,11312,10004,13220,21656,15356,17280,8908,12624,16348,13536,16460,13596,15732,8848,18360,20748,20716,21852,11224,12924,13744,14136,12656,22720,13420,11052,8616,9192,11420,17600
2021-11-02T12:45,14516,14076,11376,24912,14316,19240,7284,13260,15536,8468,18400,15264,23168,14768,13896,23840,18528,18360,14796,15404,14156,19076,21340,18432,10760,13772,11224,13444,15384,15048
2021-11-02T12:50,3136,2906,2915,4715,5180,0,3195,2194,3586,3884,5610,4057,4196,3146,2814,3480,3940,4075,3980,2782,3400,4386,6068,4699,3242,3139,1773,2515,2680,4035
2021-11-02T12:55,24336,28328,23520,40056,41408,39512,24280,17368,16920,30720,44672,34072,35408,27784,25632,28928,40128,42064,32760,26040,23528,40264,26792,43872,19008,23608,18152,18456,20344,32728
2021-11-02T13:00,2942,6306,5568,13896,9410,9326,4096,5326,6100,4920,8696,5114,8496,6348,5530,9336,11712,8188,8194,6734,6436,11402,10948,12710,4686,5800,3652,5714,6746,5856
2021-11-02T13:05,2676,2883,2573,5857,4470,2513,3021,2551,3693,3997,3057,3636,5126,4043,3543,3997,2952,4995,2476,4105,3648,4645,3759,4962,3590,2334,1514,2846,1781,2970
2021-11-02T13:10,14850,11930,20735,30465,23765,20780,13150,18295,20315,18520,26840,25280,21120,13960,14065,19810,31200,22430,16010,17295,9275,22005,22430,31015,13725,12665,14890,12535,21475,20060
2021-11-02T13:15,24848,18000,22704,34872,33880,30240,11960,18536,24536,10328,35264,37080,31472,30064,26744,32560,41152,37112,27256,31472,28856,31760,34136,40328,20136,23256,20320,29088,31984,33216
2021-11-02T13:20,2835,2427,3439,5023,5112,4741,1238,2829,2871,2777,3251,3483,4780,2163,2264,5244,7496,4587,4869,4149,4146,5640,4715,6185,2593,3372,1570,3907,2926,2035
2021-11-02T13:25,23553,19737,30825,33111,31905,46350,23148,22221,39447,42579,45297,34065,42390,26829,37206,40050,39942,46908,23022,28206,25893,40563,56322,63342,30033,23247,16830,24300,32679,38799
2021-11-02T13:30,27960,19250,35080,44300,35320,41970,21980,40690,48040,41820,47680,40760,49980,28620,29230,53550,47620,47470,36750,18850,35730,55060,48040,45730,39830,30780,13520,32980,37990,29210
2021-11-02T13:35,24300,19360,31670,58000,42780,27190,18770,24780,52370,28100,42760,34890,61630,23910,41290,44710,48910,35630,57310,38150,33060,24610,25940,57680,33220,17140,17110,19360,33930,34490
2021-11-02T13:40,32301,16686,27783,52974,30366,45009,25308,22671,36819,36873,37584,30528,44604,41544,23193,40491,52065,40149,40257,32553,34353,40275,25668,46584,31536,13455,22698,28332,22689,29709
2021-11-02T13:45,5214,2358,6912,10396,8580,9282,4192,6504,7322,6288,6346,9686,10122,4724,6384,7648,11362,8470,7426,7330,6952,7714,6788,9096,6816,6532,5046,4792,7284,6200
2021-11-02T13:50,1595,2346,2325,5599,3807,3528,2277,2673,2946,3362,5012,4158,6016,3350,2288,2403,3757,5339,3300,3686,4705,5547,4789,6230,3475,3057,2685,3096,4189,3565
2021-11-02T13:55,15183,24228,18414,56025,32904,34101,23706,27954,32994,27567,35370,29304,38340,29736,28287,29097,39258,41571,34497,32472,28305,41859,31698,51264,22797,28476,20295,15534,41130,27936
2021-11-02T14:00,2095,2613,3901,5802,4748,3707,3017,3306,3738,3099,4671,3950,4524,4473,3320,3594,5573,3949,3150,3708,4299,3538,4539,6438,2413,2482,1585,3632,3558,3811
2021-11-02T14:05,11085,9573,11247,12621,9915,16791,6561,5898,11559,6990,12084,9831,9720,7803,10863,15363,19452,16752,9480,9414,8634,12801,14367,16536,9645,7866,8058,12282,12504,13866
2021-11-02T14:10,14490,19395,28611,65709,54018,43551,19602,25101,38772,20943,0,37737,29754,20286,31518,45333,47997,46467,23661,36630,38313,41922,35334,47970,34830,20817,15372,22149,34299,37143
2021-11-02T14:15,19881,23040,30060,44739,39573,41634,19971,23733,29520,27000,34110,35352,38529,14715,28494,32526,47844,33993,27747,31203,29790,55080,46962,35091,28971,34362,28458,27333,33381,27018
2021-11-02T14:20,11015,4250,18850,27955,0,22895,12735,0,12680,17015,29855,15510,22425,16555,13230,31280,28230,19505,20725,18595,12785,25780,19840,22610,12895,10685,10400,20715,17125,13280
2021-11-02T14:25,2486,2271,3513,6533,4116,3611,2463,1723,4759,2702,3413,4899,4424,2662,3569,3871,6470,4442,4185,3931,3412,3849,4880,4615,1659,2395,1863,2205,4225,5186
2021-11-02T14:30,13670,15295,20405,31495,20710,17775,13605,12635,19375,17420,21155,21120,15980,9840,17345,24245,22090,24350,16330,18060,18260,12935,21555,22360,19505,12455,9650,19465,0,19985
2021-11-02T14:35,9516,5716,10036,17460,14404,16384,7792,9940,14636,8560,16192,16884,17600,10320,10840,0,20036,19440,15960,13200,14312,16420,20564,22288,15880,6228,14796,14160,16232,9612
2021-11-02T14:40,17038,22400,23919,41895,33075,29533,16002,26362,37177,20181,27944,27902,29470,23814,23394,31647,32648,33838,32025,11865,17640,49315,34818,30457,21875,21028,13867,18529,33810,28455
2021-11-02T14:45,1950,2897,3199,4226,3613,3297,2067,2936,3520,0,4322,3767,3635,2733,3603,3304,4989,4053,4549,4532,2906,3340,4683,3992,3819,2464,3325,3917,2318,4729
2021-11-02T14:50,29979,28404,39024,54567,34470,35046,18810,22374,37395,32796,39906,0,34605,35145,32004,28548,53577,39582,24039,30708,31032,43398,27639,53487,31536,24156,18144,25632,25839,37773
2021-11-02T14:55,4660,3128,6610,9986,8962,8042,5198,7506,7090,8094,7764,7890,8346,5440,7272,6344,9872,9190,9788,7942,6098,11900,10740,8794,6084,5686,5716,7242,9714,7632
2021-11-02T15:00,24900,23200,30620,56570,47440,41980,21750,32680,18200,26700,42620,31690,32760,30210,30400,51140,45810,45380,25940,27860,46100,35770,47570,43470,38110,27180,21360,40900,31010,31190
2021-11-02T15:05,3168,1734,3647,4315,3913,3290,1462,1508,5753,4078,4361,3716,4928,2646,1823,3416,5448,4801,3294,3093,2243,5889,4899,5000,2913,1609,2857,2625,4866,3849
2021-11-02T15:10,5560,3142,4848,12024,6416,9118,3080,3818,7216,6822,8110,5934,8996,6158,6314,6298,11298,10030,7366,7886,6658,6702,9724,10960,6788,6300,5132,4804,7126,7258
2021-11-02T15:15,14688,17440,19064,47640,33680,31168,24992,29208,40144,14176,36144,31904,30224,30712,24824,29592,47392,36848,18664,33056,27168,26048,40056,48088,35048,18824,16968,23912,36560,43960
2021-11-02T15:20,2205,2985,2682,6029,5323,4682,2359,2801,5462,3208,3549,4298,3918,3202,4268,3970,4458,4672,3948,2982,2015,4066,4086,5952,4765,2556,1801,4681,3467,3088
2021-11-02T15:25,2321,2804,3815,5633,4750,4280,2337,2891,4111,3505,4286,3423,3498,3879,4183,6248,7096,5031,3383,3215,4321,4143,3253,6283,2812,2275,1431,2912,2205,4295
2021-11-02T15:30,28044,26343,35298,66627,48006,39825,17307,24435,29628,0,48303,40059,28971,20133,22824,51462,39402,37899,31518,28026,42507,37089,43740,39753,35046,31563,23634,31356,42183,38196
2021-11-02T15:35,20754,11934,14670,38088,30192,23742,16710,20622,15828,23226,25326,23856,23208,23268,18186,21024,32808,27828,18618,17832,19374,27924,34314,35262,15804,12576,15162,24258,21054,16770
2021-11-02T15:40,17470,14360,37810,53880,47260,47960,27710,21820,29120,40550,53620,35620,33820,23920,31110,48940,65990,44430,30850,50090,39780,36080,48880,54220,29700,25500,16620,35040,26320,42810
2021-11-02T15:45,13986,17442,30240,47232,44109,38529,12456,24318,42246,26154,24957,33543,39537,23112,0,46233,42282,55809,33696,32841,32391,42327,47718,60759,37152,21951,20961,26766,36099,53334
2021-11-02T15:50,16929,6264,21150,41247,46314,49905,28746,23364,36657,28863,43812,32058,40410,15345,24381,47745,53226,30483,39816,38457,18648,38655,41076,54306,25839,26289,15948,26343,34110,23031
2021-11-02T15:55,6002,4744,4982,9594,10726,7892,4878,6950,9620,6692,8128,7178,10024,5710,5744,8340,9950,6378,7622,5684,9088,10404,9028,8194,4060,5714,4212,6700,8586,7196
2021-11-02T16:00,19344,16950,15906,36774,25596,16308,13590,16494,11286,16416,25392,17076,25080,17736,19716,24330,31260,27942,20796,16272,21372,29118,27456,32706,26184,19110,16968,13464,15492,21096
2021-11-02T16:05,1574,1722,3368,4294,4315,4703,2069,0,3904,3744,4182,4193,4062,2517,4303,4338,4511,4285,2576,4304,3298,4724,4478,5388,3855,0,3099,0,3438,5057
2021-11-02T16:10,11670,9102,17496,35784,33174,18756,13632,15726,18690,19938,31218,22734,25104,17874,15066,26778,21630,29700,24708,20226,21030,31428,35310,35346,26436,13314,11304,17388,18510,18690
2021-11-02T16:15,21060,23160,27670,51420,40190,43820,13780,12190,30610,27640,60890,49750,37200,33550,41530,43650,55150,46020,38510,30600,28510,41910,46030,42330,38220,35970,12630,16650,28290,42820
2021-11-02T16:20,33510,28570,30800,41680,54270,34840,22640,32620,41820,25620,55030,34090,35020,24120,40130,30960,42080,42270,45900,33970,29040,54100,21380,42920,28770,24650,24760,26670,27640,26990
2021-11-02T16:25,10168,6840,11892,23108,19124,15556,9828,11636,15944,14508,19044,11164,12216,10152,16192,17216,21092,18220,15860,17428,8816,20292,17220,17112,12252,13952,10140,15552,15220,17076
2021-11-02T16:30,3942,2456,4114,4603,2685,4541,2345,1123,3052,2483,3458,2973,2802,2921,3631,4765,5432,4690,2575,4331,4187,4451,3324,5356,3238,2593,2130,2300,3198,4565
2021-11-02T16:35,6464,8300,12944,17760,14260,17024,5720,12892,16772,19704,15332,16944,18072,7180,13480,17088,19256,20364,11176,15720,17636,20320,17480,21900,11228,10548,7140,12400,18664,14084
