mtime,AO,BQ,BU,C,CR,DO,DU,HW,IL,LP,LQ,NR,QS,SZ,WX
2021-11-04T09:35,9815970,8426028,8474226,6501763,6364141,7945006,6993053,6983916,6899458,8638354,7984375,7491473,7253923,7987816,7591749
2021-11-04T09:40,8375735,8317352,6375580,7868842,6164305,7839151,7203726,8715699,6341224,10174614,8808834,7185314,7552387,8646721,8770775
2021-11-04T09:45,9021132,9521438,8454459,6758777,7435859,8877979,8244825,8546392,7259702,8173958,7470743,8278652,7062018,7191631,8864769
2021-11-04T09:50,8549592,8426651,10890016,7669411,8152245,8127119,7955936,9117055,6786650,6928978,8777453,8400897,9343865,6632315,6707868
2021-11-04T09:55,8562189,8591126,6253764,8297966,8406729,9417078,8620419,7990131,9038195,6825419,8417089,7688083,6818496,8723891,8385092
2021-11-04T10:00,8585221,9161077,8904088,6244103,7375158,7538103,9343856,8665464,7895499,6993753,7098234,8039891,7403582,10075094,8375607
2021-11-04T10:05,6540717,8410759,7637932,9012984,8516868,7578615,7479495,6221912,9044777,7931792,10058047,7774930,6790179,6753739,7467253
2021-11-04T10:10,9632488,6990712,8519095,9595412,8329844,7224117,10194316,9282080,6820590,8303679,9417628,8470661,7365982,5863949,8126437
2021-11-04T10:15,7384329,8741400,9346530,8143264,7092256,9245528,8317268,6251437,8561706,9256158,7643059,6938172,9995977,7978070,7140368
2021-11-04T10:20,7652251,8528995,8705436,6558946,9161319,8302376,6656990,6539904,9310454,9447567,8195133,8245292,8439012,9252348,10640802
2021-11-04T10:25,7408436,7280274,9517513,7370895,7828703,8466062,8329703,7657084,7317236,7471531,8277854,8786568,8791433,8334382,9475355
2021-11-04T10:30,8844324,9076543,8071239,9054550,8742374,9024502,7074067,9234585,8030643,8631549,7171549,7523357,7561628,7449762,7425707
2021-11-04T10:35,7384655,7467943,7990687,8928277,7473417,8389472,8391366,5085696,9696492,9371722,7426300,8105144,6278986,7166359,7782974
2021-11-04T10:40,7491569,8415054,8242585,8579620,9884707,9087134,7837210,8919694,7697245,8531903,6569328,8209012,9837232,6767294,7044058
2021-11-04T10:45,7439038,8065251,5804416,7535924,7213119,10659242,7551163,7419785,8948293,8074493,7768312,8345309,7741272,8652140,7744348
2021-11-04T10:50,7007118,7302737,9342576,7585956,7701162,9109963,8443296,8863410,9551342,9049101,8861877,9491352,8383206,7802049,8286364
2021-11-04T10:55,8557399,8560087,8882912,6975532,7942731,9211510,7048830,10262655,8622916,11007004,6446134,6885081,8149750,7902379,7268485
2021-11-04T11:00,8896824,8106782,5443962,9123759,9414396,8645945,8597698,7291631,10279269,9064171,7227921,8229834,9095106,8468882,7254329
2021-11-04T11:05,5968022,8452005,8341761,8669940,8821240,9341900,7753984,8857599,8874882,8272358,9928919,6770036,9617230,7750126,8535306
2021-11-04T11:10,8292741,8861084,7191378,8495452,8292906,10378986,7440143,8113698,8254115,7026080,9611345,6559692,7380206,10690667,8735468
2021-11-04T11:15,8327527,9343208,6804817,10079529,9055127,10340650,9471307,7407779,9124942,7512202,6844553,8384939,6236356,8282231,7686903
